순수판정,조치,플랫폼,S2판매채널명,판매채널콘텐츠ID,판매채널ID,콘텐츠ID,콘텐츠명,콘텐츠형태,판매채널명,사용안함_사용금지_표식,지급정산관리_존재,지급정산관리_판매채널명,지급정산관리_콘텐츠명,지급정산관리_콘텐츠ID,IPS_존재,콘텐츠명_IPS,담당부서,담당자명,장르,세부장르,원본파일,판매채널콘텐츠ID_빈값,지급정산관리_지급정산상태,지급정산관리_승인상태,귀속법인,서비스유형,작가필명,등급
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),808534,87,295583,[사용안함]_SM클럽_푸른산붉은꽃,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_SM클럽_푸른산붉은꽃,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),896036,87,109671,[사용안함]_SSS급 괴물 사냥꾼_나 홀로 마법사_북홀릭,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_SSS급 괴물 사냥꾼_나 홀로 마법사_북홀릭,소설편집팀,조원재,남성향,"판타지,기타",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,"북홀릭,이원규",비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),673455,87,111044,[사용안함]_SSS급 괴물 사냥꾼_북홀릭,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_SSS급 괴물 사냥꾼_북홀릭,소설편집팀,조원재,남성향,일반서,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,"북홀릭,이원규",비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108564,87,108051,[사용안함]_TS 에로 게임 탈출기_외도정사,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_TS 에로 게임 탈출기_외도정사,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,외도정사,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839361,87,322002,[사용안함]_{신작예정}_2_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_2_쩡킴,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,쩡킴,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839362,87,322003,[사용안함]_{신작예정}_3_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_3_쩡킴,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,쩡킴,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839456,87,322020,[사용안함]_{신작예정}_배타적 발행권 설정계약서_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_배타적 발행권 설정계약서_쩡킴,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,쩡킴,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839475,87,322029,[사용안함]_{신작예정}_배타적 발행권 설정계약서_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_배타적 발행권 설정계약서_쩡킴,소설편집팀,조원재,기타,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839363,87,322004,[사용안함]_{신작예정}_신작 1_앤서,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_신작 1_앤서,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,앤서,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839360,87,322001,[사용안함]_{신작예정}_작품 3질_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_{신작예정}_작품 3질_쩡킴,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,쩡킴,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108549,87,108036,[사용안함]_각성자 위탁관리인_오시안,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_각성자 위탁관리인_오시안,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,오시안,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108550,87,108037,[사용안함]_각인 예속의 사냥꾼_오시안,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_각인 예속의 사냥꾼_오시안,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,오시안,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),681775,87,247394,[사용안함]_걷기만 해도 조만장자_하늘곰,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_걷기만 해도 조만장자_하늘곰,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),489190,87,247288,[사용안함]_게임 속 무기 소환사로 살아남기_쩡킴,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_게임 속 무기 소환사로 살아남기_쩡킴,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),672980,87,108052,[사용안함]_귀축기담_외도정사,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_귀축기담_외도정사,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,외도정사,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),489186,87,109323,[사용안함]_극악 연쇄간살마로 회귀했다_테서스,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_극악 연쇄간살마로 회귀했다_테서스,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,테서스,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),674806,87,111914,[사용안함]_나 홀로 마법사_북홀릭,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_나 홀로 마법사_북홀릭,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,"북홀릭,이원규",비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108551,87,108038,[사용안함]_내가 키운 용사가 나한테 집착한다_그림,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_내가 키운 용사가 나한테 집착한다_그림,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,그림,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108577,87,108064,[사용안함]_누나를 길들이다_LOCOLOCO,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_누나를 길들이다_LOCOLOCO,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,LOCOLOCO,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),109846,87,109326,[사용안함]_늙은 경비에게 조교당하는 스튜어디스_푸른산붉은꽃,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_늙은 경비에게 조교당하는 스튜어디스_푸른산붉은꽃,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,푸른산붉은꽃,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),163627,87,160302,[사용안함]_늙은 경비에게 조교당하는 스튜어디스_푸른산붉은꽃,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_늙은 경비에게 조교당하는 스튜어디스_푸른산붉은꽃,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,푸른산붉은꽃,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),882799,87,326352,[사용안함]_다따먹PD가됨_다따먹점혈법_무림누나능욕게임_탄마,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_다따먹PD가됨_다따먹점혈법_무림누나능욕게임_탄마,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,탄마,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839366,87,322007,[사용안함]_달인_앤서,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_달인_앤서,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,앤서,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),888511,87,326740,[사용안함]_독식하는 재벌 3세_마법 배운 재벌집 늦둥이_미생법사_순혈의 헌터_스킬스_스킬스 - 현대편_시간의 마에스트로_연봉 1조 신입사원_현자귀환_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_독식하는 재벌 3세_마법 배운 재벌집 늦둥이_미생법사_순혈의 헌터_스킬스_스킬스 - 현대편_시간의 마에스트로_연봉 1조 신입사원_현자귀환_서오,소설편집팀,조원재,기타,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),805414,87,320961,[사용안함]_독식하는 재벌 3세_미생법사_순혈의 헌터_스킬스_스킬스 - 현대편_시간의 마에스트로_연봉 1조 신입사원_현자귀환_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_독식하는 재벌 3세_미생법사_순혈의 헌터_스킬스_스킬스 - 현대편_시간의 마에스트로_연봉 1조 신입사원_현자귀환_서오,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108552,87,108039,[사용안함]_똥녀 가고 여신 온다_탄마,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_똥녀 가고 여신 온다_탄마,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,탄마,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),675282,87,112349,[사용안함]_레벨원_박천웅,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_레벨원_박천웅,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,박천웅,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),676227,87,112822,[사용안함]_리턴 오브 로드_정현우,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_리턴 오브 로드_정현우,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,정현우,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),112942,87,112352,[사용안함]_마법 배운 재벌집 늦둥이_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_마법 배운 재벌집 늦둥이_서오,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),869878,87,325280,[사용안함]_마왕겁_삼국지 이신창성_학원 폭력물의 회귀 특전자_원하,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_마왕겁_삼국지 이신창성_학원 폭력물의 회귀 특전자_원하,소설편집팀,조원재,기타,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,원하,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),113485,87,112875,[사용안함]_마왕군 전입을 명 받았습니다_하늘곰,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_마왕군 전입을 명 받았습니다_하늘곰,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,하늘곰,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),673144,87,108830,[사용안함]_마왕으로 산다_하늘곰,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_마왕으로 산다_하늘곰,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,하늘곰,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108553,87,108040,[사용안함]_마인드 뮤직_얼끼,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_마인드 뮤직_얼끼,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,얼끼,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),109847,87,109327,[사용안함]_만렙요원 : 재벌이 되다_준강,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_만렙요원 : 재벌이 되다_준강,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,준강,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),676403,87,112954,[사용안함]_말년에 이계라니_정현우,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_말년에 이계라니_정현우,소설편집팀,조원재,,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,정현우,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),673191,87,109328,[사용안함]_모성+애 용사_키제이,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_모성+애 용사_키제이,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,키제이,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108566,87,108053,[사용안함]_무능 귀족 여체 하렘_외도정사,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_무능 귀족 여체 하렘_외도정사,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,외도정사,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108554,87,108041,[사용안함]_무림미녀전기_탄마,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_무림미녀전기_탄마,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,탄마,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),109849,87,109329,[사용안함]_무인도 하렘 생활기_외도정사,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_무인도 하렘 생활기_외도정사,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,외도정사,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),805416,87,320963,[사용안함]_미생법사_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_미생법사_서오,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),675288,87,112350,[사용안함]_미스터 프레지던트 2부_하늘곰,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_미스터 프레지던트 2부_하늘곰,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,박천웅,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),901124,87,109925,[사용안함]_보수적인데 팬티는 왜 벗어?_친구 엄마와 친구 먹기_타락 부부_어쩌다 근친_골 때리는 엄마들_일찐 친구엄마와 가족들을 따먹는다_미도파,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_보수적인데 팬티는 왜 벗어?_친구 엄마와 친구 먹기_타락 부부_어쩌다 근친_골 때리는 엄마들_일찐 친구엄마와 가족들을 따먹는다_미도파,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,미도파,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),672883,87,108042,[사용안함]_상담 클리닉_얼끼,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_상담 클리닉_얼끼,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,얼끼,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),109851,87,109331,[사용안함]_색마님 안마하신다_용병애쉬,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_색마님 안마하신다_용병애쉬,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,용병애쉬,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108568,87,108055,[사용안함]_서큐버스 하렘_외도정사,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_서큐버스 하렘_외도정사,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,외도정사,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),673214,87,109332,[사용안함]_성기가 발기되어 천하통일!_테서스,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_성기가 발기되어 천하통일!_테서스,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,테서스,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),109853,87,109333,[사용안함]_섹스로 지배한다_용병애쉬,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_섹스로 지배한다_용병애쉬,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,용병애쉬,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),700251,87,313412,[사용안함]_수를 읽는 남자 : 세상을 바꾸는 컨설턴트_준강,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_수를 읽는 남자 : 세상을 바꾸는 컨설턴트_준강,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),698209,87,114055,[사용안함]_슈퍼스타_누구도 막을 수 없어!!!!!!_구라천재,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_슈퍼스타_누구도 막을 수 없어!!!!!!_구라천재,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,구라천재,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),704658,87,114056,[사용안함]_슈퍼스타_누구도 막을 수 없어!!!!!!_구라천재,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_슈퍼스타_누구도 막을 수 없어!!!!!!_구라천재,소설편집팀,조원재,남성향,판타지,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,구라천재,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),839457,87,322021,[사용안함]_스마트폰_와이프는 절대고수_무당 귀환_달인_재벌집 망나니 7대 독자_업어 키운 사매들_신작 1_앤서,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_스마트폰_와이프는 절대고수_무당 귀환_달인_재벌집 망나니 7대 독자_업어 키운 사매들_신작 1_앤서,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,앤서,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),805418,87,320965,[사용안함]_스킬스 현대편_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_스킬스 현대편_서오,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),805417,87,320964,[사용안함]_스킬스_서오,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_스킬스_서오,소설편집팀,조원재,남성향,기타,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,연재,서오,비성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),673220,87,109334,[사용안함]_신체가 강화됨_탄마,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_신체가 강화됨_탄마,소설편집팀,조원재,남성향,"성인물,판타지",교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,탄마,성인
02_사용안함_사용금지_선차단,사용안함/사용금지 표식. 매핑 기준에서 선 차단.,교보,교보문고(소설),108569,87,108056,[사용안함]_아내와 나의 네토라세_총총k,소설,교보문고(소설),Y,N,,,,Y,[사용안함]_아내와 나의 네토라세_총총k,소설편집팀,조원재,남성향,성인물,교보문고(소설)_원본.xlsx,N,,,키다리스튜디오,단행본,총총k,성인
